"COD_ASL","COD_STRUTTURA","DENOM_STRUTTURA","INDIRIZZO_UBICAZIONE","COD_ISTAT_COMUNE_UBICAZIONE","COMUNE_UBICAZIONE","CAP","PROV_COMUNE_UBICAZIONE","TOT_POSTI_AUTORIZZATI","TOT_POSTI_ACCREDITATI","COD_GESTORE","DENOM_GESTORE","P_IVA","COD_FISCALE_GESTORE","INDIRIZZO_SEDE_LEGALE","COD_ISTAT_COMUNE_SEDE_LEGALE","COMUNE_SEDE_LEGALE","PROV_SEDE_LEGALE","PUBBLICA_PRIVATA","WGS84_Y","WGS84_X","FL_ACCREDITATA","Location"
"325","095683","RSA SAN SISTO 2","VIA COLOGNOLA AI COLLI,9","016024","BERGAMO","24.126","BG","108","108","691497","KOS CARE S.R.L.","01148190547","01148190547","VIA DURINI,9","015146","MILANO","MI","PRIVATA","45,67749","9,66293","SI","POINT (9.66293 45.67749)"
"325","096642","RSA CARISMA 2","VIA DASTE E SPALENGA,12/V","016024","BERGAMO","24.125","BG","106","80","690823","FONDAZIONE CASA DI RICOVERO SANTA MARIA AUSILIATRICE ONLUS","01066880160","80017150162","VIA MONTE GLENO,49","016024","BERGAMO","BG","PRIVATA","45,69688","9,70591","SI","POINT (9.70591 45.69688)"
"321","000314","RSA SAN GIORGIO","VIA MAURIZIO QUADRIO,14/16","015146","MILANO","20.154","MI","138","138","691212","SEGESTA GESTIONI SRL","04140620966","04140620966","VIALE CASSALA,22","015146","MILANO","MI","PRIVATA","45,484017","9,1836067","SI","POINT (9.1836067 45.484017)"
"321","000296","RSA ISTITUTO SANTA SAVINA","VIA FRANCESCO DE LEMENE,13","098031","LODI","26.900","LO","83","80","691716","EMMAUS SRL","01457730032","01457730032","VIA CAPPUCCINI,4","015146","MILANO","MI","PRIVATA","45,31202","9,50228","SI","POINT (9.50228 45.31202)"
"325","001285","CASA SAN GIUSEPPE","VIA ASPERTI,1","016114","GORLAGO","24.060","BG","136","126","135008","SANT'ANDREA ONLUS","04100570169","04100570169","VIA ASPERTI,1","016114","GORLAGO","BG","PRIVATA","45,67421","9,82766","SI","POINT (9.82766 45.67421)"
"328","002211","RSA 1 ASP CARLO PEZZANI","VIALE DELLA REPUBBLICA,86","018182","VOGHERA","27.058","PV","66","66","691447","A.S.P. CARLO PEZZANI","00990490187","86000150184","VIALE DELLA REPUBBLICA,86","018182","VOGHERA","PV","PUBBLICA","44,9845356","9,0086207","SI","POINT (9.0086207 44.9845356)"
"327","001962","RSA CASA SOLARIS","VIA XXIX LUGLIO 1848,28","020061","SERMIDE E FELONICA","46.028","MN","69","68","691098","FONDAZIONE SALUTEVITA ONLUS","02619900208","01591200207","VIA XXIX LUGLIO 1848,28","020061","SERMIDE E FELONICA","MN","PRIVATA","45,00591","11,29808","SI","POINT (11.29808 45.00591)"
"326","001633","RSA - FONDAZIONE CASA DI RIPOSO FELTRINELLI ONLUS","VIA CESARE BATTISTI,2","017076","GARGNANO","25.084","BS","52","52","690733","FONDAZIONE CASA DI RIPOSO FELTRINELLI  ONLUS","87000350170","87000350170","VIA CESARE BATTISTI,2","017076","GARGNANO","BS","PRIVATA","45,6746495","10,6522277","SI","POINT (10.6522277 45.6746495)"
"327","001948","FONDAZIONE SCARPARI FORATTINI ONLUS","VIA GIUSEPPE GARIBALDI,25","020060","SCHIVENOGLIA","46.020","MN","110","104","690502","FONDAZIONE  SCARPARI FORATTINI ONLUS","01317830204","80017860208","VIA GIUSEPPE GARIBALDI,25","020060","SCHIVENOGLIA","MN","PRIVATA","44,9962156","11,0692999","SI","POINT (11.0692999 44.9962156)"
"321","097381","RSA LAUS","VIA RITA LEVI MONTALCINI,1","098032","LODI VECCHIO","26.855","LO","120",,"692369","CODESS SOCIALE SOCIETA' COOPERATIVA SOCIALE","03174760276","03174760276","VIA GIOVANNI BOCCACCIO,96","028060","PADOVA","PD","PRIVATA","45,30243","9,41875","NO","POINT (9.41875 45.30243)"
"321","000535","CASA FAM. PER ANZ. MONS. C. TESTA","VIA GENERALE CARLO ALBERTO DALLA CHIESA,43","015081","COLOGNO MONZESE","20.093","MI","139","139","690715","FONDAZIONE MANTOVANI ONLUS","11779830154","11779830154","VIA FILIPPO TURATI,37","015007","ARCONATE","MI","PRIVATA","45,53288","9,2876","SI","POINT (9.2876 45.53288)"
"322","000883","""FONDAZIONE CASA DI RIPOSO """"C. E V. BELLINI""""  ONLUS""","VIA ANGELO BELLINI,27","012123","SOMMA LOMBARDO","21.019","VA","40","40","690515","CASA DI RIPOSO C. E V. BELLINI ONLUS","01391960125","82007230129","VIA ANGELO BELLINI,27","012123","SOMMA LOMBARDO","VA","PRIVATA","45,6841371","8,7137794","SI","POINT (8.7137794 45.6841371)"
"324","004858","RSA CASA DI RIPOSO SUORE INFERMIERE DI SAN CARLO","VIA CAMILLO BENSO DI CAVOUR,67","108015","CARATE BRIANZA","20.841","MB","83",,"197694","GE.M. MILANO SRL","03162480606","03162480606","VIA GIOVANNI FANTONI,8","108040","SEVESO","MB","PRIVATA","45,6885073","9,2404742","NO","POINT (9.2404742 45.6885073)"
"324","001189","ISTITUTO SACRA FAMIGLIA","STRADA DEL VERDE,11","097067","PERLEDO","23.828","LC","55","55","690776","FONDAZIONE ISTITUTO SACRA FAMIGLIA ONLUS","00795470152","03034530158","PIAZZA MONSIGNORE LUIGI MONETA 1","015074","CESANO BOSCONE","MI","PRIVATA","46,0263454","9,2863101","SI","POINT (9.2863101 46.0263454)"
"327","001947","FONDAZIONE G.BELFANTI ONLUS","VIA G.M.BONAZZI,24","020038","OSTIGLIA","46.035","MN","38","35","690563","FONDAZIONE G. BELFANTI ONLUS","01770500203","80006970208","VIA G.M.BONAZZI,24","020038","OSTIGLIA","MN","PRIVATA","45,0658895","11,1375906","SI","POINT (11.1375906 45.0658895)"
"324","001097","RSA VILLA PARADISO","VIA DANTE ALIGHIERI,37","108012","BRUGHERIO","20.861","MB","63","63","690820","VILLA PARADISO S.R.L.","00645920141","00645920141","VIALE STELVIO,160","014045","MORBEGNO","SO","PRIVATA","45,5490379","9,2998549","SI","POINT (9.2998549 45.5490379)"
"322","000846","RESIDENZA FRANCO BASSANI","VIA AVVOCATO FRANCO BASSANI,13","012087","LAVENO-MOMBELLO","21.014","VA","120","120","690440","CENTRO RESIDENZIALE PER ANZIANI MENOTTI BASSANI","01319900120","01319900120","VIA AVVOCATO FRANCO BASSANI,13","012087","LAVENO-MOMBELLO","VA","PRIVATA","45,90583","8,61455","SI","POINT (8.61455 45.90583)"
"322","002785","FONDAZIONE CA' D'INDUSTRIA ETS","VIA VARESINA,118/A","013075","COMO","22.100","CO","128","128","690688","FONDAZIONE CA' D'INDUSTRIA O.N.L.U.S.","01793530138","80004470136","VIA GIUSEPPE BRAMBILLA,61","013075","COMO","CO","PRIVATA","45,79284","9,07128","SI","POINT (9.07128 45.79284)"
"321","000682","CENTRO PADRE AMBROSOLI GIUSEPPE","LARGO MISSIONARI COMBONIANI,3","015146","MILANO","20.161","MI","34","34","124036","COOPERATIVA SOCIALE DI SOLIDARIETA' PROMOZIONE LAVORO","01843260231","01843260231","VIA GIUSEPPE MAZZINI,15","023069","SAN BONIFACIO","VR","PRIVATA","45,52227","9,18005","SI","POINT (9.18005 45.52227)"
"321","000455","CASA FAMIGLIA PER ANZIANI DI BUSSERO","VIA ACHILLE GRANDI,8","015040","BUSSERO","20.041","MI","66","66","690791","SODALITAS SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA","10068220150","10068220150","VIA GIOVANNI MARRADI,1","015146","MILANO","MI","PRIVATA","45,5334209","9,3766618","SI","POINT (9.3766618 45.5334209)"
"322","000743","RSA RESIDENZA GIARDINO","VIA DELLE SORGENTI,9","012086","LAVENA PONTE TRESA","21.037","VA","47","47","105007","MARINER UNO S.R.L.","05433160966","05433160966","CORSO DI PORTA ROMANA,54","015146","MILANO","MI","PRIVATA","45,95638","8,85236","SI","POINT (8.85236 45.95638)"
"328","002212","PENSIONATO DON ORIONE","VIA CANONICO ARTURO PERDUCA,3","018057","CORVINO SAN QUIRICO","27.050","PV","54","54","690822","PROVINCIA RELIGIOSA SAN MARZIANO DI DON ORIONE","02541960155","02541960155","VIALE CATERINA DA FORLI',19","015146","MILANO","MI","PRIVATA","45,0261046","9,155505","SI","POINT (9.155505 45.0261046)"
"326","001644","RSA - ""CASA DI RIPOSO SAN GIOVANNI ONLUS""","VIA TORRAZZO,9","017024","BOVEGNO","25.061","BS","49","40","690811","FONDAZIONE CASA DI RIPOSO S. GIOVANNI ONLUS","01541600985","83002510176","VIA TORRAZZO,9","017024","BOVEGNO","BS","PRIVATA","45,7920178","10,2718044","SI","POINT (10.2718044 45.7920178)"
"324","001203","R.S.A. DON EMILIO MEANI","VIA CESARE CANTU',5","108019","CESANO MADERNO","20.811","MB","90","90","690777","ASSOCIAZIONE MONTE TABOR","03271350153","03271350153","VIA OLGETTINA,46","015146","MILANO","MI","PRIVATA","45,6302","9,14699","SI","POINT (9.14699 45.6302)"
"324","004962","SANT'ANDREA 2","VIA ALBERICO CRESCITELLI,2","108033","MONZA","20.900","MB","20","20","691212","SEGESTA GESTIONI SRL","04140620966","04140620966","VIALE CASSALA,22","015146","MILANO","MI","PRIVATA","45,59996","9,26662","SI","POINT (9.26662 45.59996)"
"325","001323","RSA NOBILE BAGLIONI","VIA GIUSEPPE MAZZINI,12/14","016239","VILLA D'ALME'","24.018","BG","60","60","691816","CACCIAMATTA SRL","03492560168","03492560168","VIA SAN ROCCO,SNC","016211","TAVERNOLA BERGAMASCA","BG","PRIVATA","45,7488306","9,6148184","SI","POINT (9.6148184 45.7488306)"
"321","000595","""RSA FONDAZIONE ISTITUTO GERIATRICO """"LA PELUCCA""""""","VIA TOMMASO CAMPANELLA,8/10","015209","SESTO SAN GIOVANNI","20.099","MI","108","108","690510","FONDAZIONE ISTITUTO GERIATRICO LA PELUCCA - ONLUS","00987080967","85001850156","VIA TOMMASO CAMPANELLA,8-10","015209","SESTO SAN GIOVANNI","MI","PRIVATA","45,5526888","9,2583979","SI","POINT (9.2583979 45.5526888)"
"322","002806","GRECO DE VECCHI","VIA VALASSINA,36","013250","BELLAGIO","22.021","CO","86","86","690848","""FONDAZIONE """"GRECO DE VECCHI"""" ONLUS""","01824210130","84002870131","VIA VALASSINA,36","013250","BELLAGIO","CO","PRIVATA","45,98247","9,26161","SI","POINT (9.26161 45.98247)"
"327","001901","RSA GIUSEPPE SERINI","VIA SANTUARIO,28/A","020054","SABBIONETA","46.018","MN","60","60","690452","C.S.A. COOPERATIVA SERVIZI ASSISTENZIALI - SOCIETA' COOPERATIVA SOCIALE","01697440202","01697440202","VIA GELSO,8","020030","MANTOVA","MN","PRIVATA","44,9963335","10,4801979","SI","POINT (10.4801979 44.9963335)"
"326","001544","RSA - FONDAZIONE ""CASA DI INDUSTRIA"" ONLUS","VIA VERONICA GAMBARA,6","017029","BRESCIA","25.121","BS","130","130","690812","FONDAZIONE CASA INDUSTRIA ONLUS","02505430989","80052670173","VIA VERONICA GAMBARA,6","017029","BRESCIA","BS","PRIVATA","45,5386262","10,2275026","SI","POINT (10.2275026 45.5386262)"
"328","002056","RSA FERRERA ERBOGNONE","VIA GIOVANNI DA FERRERA,2","018062","FERRERA ERBOGNONE","27.032","PV","22","20","691817","COMUNE DI FERRERA ERBOGNONE","00244220182","00244220182","PIAZZA BARTELLINI,18","018062","FERRERA ERBOGNONE","PV","PUBBLICA","45,11305","8,86755","SI","POINT (8.86755 45.11305)"
"328","002034","FONDAZIONE GALTRUCCO","VIA MORTARA,30","018123","ROBBIO","27.038","PV","40","40","690537","FONDAZIONE GALTRUCCO","02047730185","83001430186","VIA MORTARA,30","018123","ROBBIO","PV","PRIVATA","45,2864","8,5963238","SI","POINT (8.5963238 45.2864)"
"321","000117","SANTA CATERINA - FONDAZIONE ISTITUTO SACRA FAMIGLIA  ONLUS","VIA PAPA GIOVANNI PAOLO II,10/12","015211","SETTIMO MILANESE","20.019","MI","80","80","690776","FONDAZIONE ISTITUTO SACRA FAMIGLIA ONLUS","00795470152","03034530158","PIAZZA MONSIGNORE LUIGI MONETA 1","015074","CESANO BOSCONE","MI","PRIVATA","45,484854","9,0584941","SI","POINT (9.0584941 45.484854)"
"324","001001","RSA FONDAZIONE MARIA MONZINI ONLUS","VIA ALESSANDRO MANZONI,26","097016","CASATENOVO","23.880","LC","44","44","691429","FONDAZIONE MARIA MONZINI ONLUS","01493170136","85000290131","VIA ALESSANDRO MANZONI,26","097016","CASATENOVO","LC","PRIVATA","45,69845","9,31006","SI","POINT (9.31006 45.69845)"
"324","001141","CASA DI RIPOSO S. FRANCESCO","VIA AL CA',19","097008","BELLANO","23.822","LC","25","25","691066","CONGREGAZIONE SUORE MISERICORDINE DI SAN GERARDO - MONZA","00701570962","00971710157","PIAZZA SANTA MARGHERITA,2","108033","MONZA","MB","PRIVATA","46,0457101","9,3067947","SI","POINT (9.3067947 46.0457101)"
"321","000434","CASA FAMIGLIA ANZIANI","VIA GRAZIA DELEDDA,4","015041","BUSTO GAROLFO","20.038","MI","67","67","690791","SODALITAS SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA","10068220150","10068220150","VIA GIOVANNI MARRADI,1","015146","MILANO","MI","PRIVATA","45,55328","8,89261","SI","POINT (8.89261 45.55328)"
"322","002858","ISTITUTO NIDASIO GALETTI","VIA SAN GIOVANNI BOSCO,13","013012","AROSIO","22.060","CO","112","112","690844","SAN GIUSEPPE SOCIETA' COOPERATIVA SOCIALE ONLUS","02082110137","02082110137","VIA BORGO VICO,6","013075","COMO","CO","PRIVATA","45,7208","9,21005","SI","POINT (9.21005 45.7208)"
"326","001607","CASA DI RIPOSO PER ANZIANI E INVALIDI ANDREA FIORINI ETS","VIA ALDO CARPI,24","017107","MAZZANO","25.080","BS","86","70","690718","CASA DI RIPOSO ANDREA FIORINI ONLUS","80054120177","80054120177","VIA ALDO CARPI,24","017107","MAZZANO","BS","PRIVATA","45,5043416","10,3668942","SI","POINT (10.3668942 45.5043416)"
"323","000986","FONDAZIONE DOMENICO GIAMBONI","PIAZZA NICOLINI,1","017068","EDOLO","25.048","BS","77","72","690662","FONDAZIONE CASA DI SOGGIORNO PER ANZIANI DOMENICO GIAMBONI - ONLUS","00723650982","81002710176","PIAZZA NICOLINI,1","017068","EDOLO","BS","PRIVATA","46,1794875","10,3316185","SI","POINT (10.3316185 46.1794875)"
"321","029305","RESIDENZA SAN FELICE","VIA SAN BOVIO,1","015205","SEGRATE","20.054","MI","120","120","104985","VERDELLO S.R.L.","07529000965","07529000965","VIA SAN DONATO,97","001272","TORINO","TO","PRIVATA","45,47483","9,30344","SI","POINT (9.30344 45.47483)"
"325","001412","CASA DI RIPOSO CAPROTTI ZAVARITT","VIA ARNO,14","016115","GORLE","24.020","BG","62","62","690457","ISTITUTO CASA DI RIPOSO CAPROTTI ZAVARITT","01567280167","01567280167","VIA ARNO,14","016024","BERGAMO","BG","PRIVATA","45,70721","9,71979","SI","POINT (9.71979 45.70721)"
"328","002153","RSA FONDAZIONE  OSPEDALE FAGNANI GALTRUCCO","VIA OSPEDALE,17","018123","ROBBIO","27.038","PV","57","57","690538","FONDAZIONE OSPEDALE FAGNANI GALTRUCCO RSA","02030510180","83001410188","VIA OSPEDALE,17","018123","ROBBIO","PV","PRIVATA","45,2907308","8,5933706","SI","POINT (8.5933706 45.2907308)"
"322","002913","SACRO CUORE - 1","VIA ROMA,33","013087","DIZZASCO","22.020","CO","153","144","690750","ASSOCIAZIONE IL FOCOLARE DI S. MARIA DI LORETO","01943130136","95022310130","VIA VANONE CERESOLA,3","013253","ALTA VALLE INTELVI","CO","PRIVATA","45,9480702","9,0972069","SI","POINT (9.0972069 45.9480702)"
"327","001885","RSA SAN PIETRO","VIA SAN PIETRO,28/B","020017","CASTIGLIONE DELLE STIVIERE","46.043","MN","60","60","691102","SOLIDARIETA' SRL","02245740200","02245740200","VIA MANTOVA,6","020071","BORGO VIRGILIO","MN","PRIVATA","45,3945326","10,4855541","SI","POINT (10.4855541 45.3945326)"
"323","000963","CENTRO SERVIZI ALLA PERSONA","VIA LUSARDI,2","014061","SONDRIO","23.100","SO","60","60","691255","FONDAZIONE CASA DI RIPOSO CITTA' DI SONDRIO","00401580147","80000270142","VIA DON LUIGI GUANELLA,36","014061","SONDRIO","SO","PRIVATA","46,17277","9,87628","SI","POINT (9.87628 46.17277)"
"328","002014","FONDAZIONE CONTE FRANCO CELLA","VIA CASCINA RILE,SNC","018005","ARENA PO","27.040","PV","86","86","690840","FONDAZIONE CONTE FRANCO CELLA DI RIVARA ONLUS","01331740181","84003740184","VIA EMILIA,328","018024","BRONI","PV","PRIVATA","45,09393","9,36179","SI","POINT (9.36179 45.09393)"
"327","001964","FONDAZIONE  OSPEDALE  CIVILE DI GONZAGA","VIA BARBERI,1","020027","GONZAGA","46.023","MN","24","22","690453","""FONDAZIONE """"OSPEDALE CIVILE"""" DI GONZAGA""","01331680205","82003890207","VIA BARBERI,1","020027","GONZAGA","MN","PRIVATA","44,9555343","10,822324","SI","POINT (10.822324 44.9555343)"
"321","000503","VILLA ANTONIETTA","VIA DEI CICLAMINI,34","015146","MILANO","20.147","MI","96","96","690653","FONDAZIONE BIFFI ONLUS","04330030158","80032890156","VIA DEI CICLAMINI,34","015146","MILANO","MI","PRIVATA","45,4538548","9,1289371","SI","POINT (9.1289371 45.4538548)"
"325","001442","FONDAZIONE BEPPINA E FILIPPO MARTINOLI CASA DELLA SERENITA' - ONLUS","VIA PIETRO GOBETTI,39","016128","LOVERE","24.065","BG","110","110","690425","FONDAZIONE BEPPINA E FILIPPO MARTINOLI CASA DELLA SERENITA' - ONLUS","01524280169","81001260165","VIA PIETRO GOBETTI,39","016128","LOVERE","BG","PRIVATA","45,82086","10,07781","SI","POINT (10.07781 45.82086)"
"325","001441","FONDAZIONE R.S.A. CASA DI RIPOSO NEMBRO E.T.S..","VIA DEI FRATI,1","016144","NEMBRO","24.027","BG","91","87","690686","FONDAZIONE R.S.A. CASA RIPOSO NEMBRO O.N.L.U.S.","01742130162","80024150163","VIA DEI FRATI,1","016144","NEMBRO","BG","PRIVATA","45,7410523","9,7503337","SI","POINT (9.7503337 45.7410523)"
"326","001490","RSA MONS. F. PINZONI","VIA OTTAVIANO MONTINI,37","017029","BRESCIA","25.133","BS","80","80","690815","FONDAZIONE PAOLA DI ROSA ONLUS","03338720174","98043210172","VIA MORETTO,34","017029","BRESCIA","BS","PRIVATA","45,56782","10,24315","SI","POINT (10.24315 45.56782)"
"322","000751","FONDAZIONE ISTITUTO MADONNA DELLA CROCE","VIA OSPEDALE,1","012139","VIGGIU'","21.059","VA","140","140","690524","FONDAZIONE ISTITUTO MADONNA DELLA CROCE ONLUS","02026170122","00577510126","VIA OSPEDALE,1","012139","VIGGIU'","VA","PRIVATA","45,8678631","8,908075","SI","POINT (8.908075 45.8678631)"
"321","000374","R.S.A. BAGGIO","VIA CAPRI,21","015146","MILANO","20.153","MI","120","120","137308","GRUPPO GHERON SRL","01574550339","01574550339","VIA ARCHIMEDE,57","015146","MILANO","MI","PRIVATA","45,46766","9,0929408","SI","POINT (9.0929408 45.46766)"
"322","002776","FONDAZIONE GIUSEPPINA PRINA ETS","PIAZZA GIUSEPPINA PRINA,1","013095","ERBA","22.036","CO","202","202","691368","FONDAZIONE GIUSEPPINA PRINA - ONLUS","01224400133","82003210133","PIAZZA GIUSEPPINA PRINA,1","013095","ERBA","CO","PRIVATA","45,8107059","9,2230927","SI","POINT (9.2230927 45.8107059)"
"321","000551","CASA SANTA TERESA","VIA ALESSANDRO MANZONI,13","098030","LIVRAGA","26.814","LO","50","50","132768","LIEBENAU IMPRESA SOCIALE SRL","02912190218","02912190218","VIA COLOGNA,1","021008","BOLZANO","BZ","PRIVATA","45,1933963","9,5490928","SI","POINT (9.5490928 45.1933963)"
"322","002795","RESIDENZA CROCE DI MALTA","VIA ANTONIO BRUSA,20","013042","CANZO","22.035","CO","87","87","690869","CROCE DI MALTA SRL","03653930960","03653930960","VIALE CASSALA,22","015146","MILANO","MI","PRIVATA","45,8475731","9,2719308","SI","POINT (9.2719308 45.8475731)"
"328","004829","VILLA GERLINA","STRADA GERLINA,15","018182","VOGHERA","27.058","PV","41","0","163392","NURSE AND ASSISTANCE S.R.L.","02463900189","02463900189","VIA PISOLE,2 C","018190","ZINASCO","PV","PRIVATA","44,96415","8,99787","SI","POINT (8.99787 44.96415)"
"322","002841","VILLA CLARICE","VIA GIUSEPPE NEGRINI,40","013064","CERMENATE","22.072","CO","100","100","691497","KOS CARE S.R.L.","01148190547","01148190547","VIA DURINI,9","015146","MILANO","MI","PRIVATA","45,7085874","9,0934172","SI","POINT (9.0934172 45.7085874)"
"327","039169","RESIDENZA DUCALE","STRADA CIRCONVALLAZIONE SUD,21/B","020030","MANTOVA","46.100","MN","120","120","691102","SOLIDARIETA' SRL","02245740200","02245740200","VIA MANTOVA,6","020071","BORGO VIRGILIO","MN","PRIVATA","45,15043","10,75319","SI","POINT (10.75319 45.15043)"
"324","004753","RSA CASA DI RIPOSO PADRE GIOVANNI MASCIADRI","VIA GIOVANNI FANTONI,8","108040","SEVESO","20.822","MB","84",,"197694","GE.M. MILANO SRL","03162480606","03162480606","VIA GIOVANNI FANTONI,8","108040","SEVESO","MB","PRIVATA","45,6486583","9,1417796","NO","POINT (9.1417796 45.6486583)"
"322","000817","CASA DI RIPOSO SAN GIUSEPPE","VIA IPPOCRATE,45","012139","VIGGIU'","21.059","VA","51","51","690523","CONGREGAZIONE DELLE ANCELLE DI SAN GIUSEPPE LAVORATORE","00277020129","95013170121","VIA CARLO SONZINI,8","012133","VARESE","VA","PRIVATA","45,87203","8,90945","SI","POINT (8.90945 45.87203)"
"321","000213","RSA DOMUS PATRIZIA SRL","VIA PIER LOMBARDO,20","015146","MILANO","20.135","MI","84","84","690421","DOMUS PATRIZIA S.R.L.","00854910189","00854910189","LARGO I MAGGIO,39","018069","GARLASCO","PV","PRIVATA","45,4535295","9,2077962","SI","POINT (9.2077962 45.4535295)"
"328","004869","RESIDENZA SANITARIA ASSISTENZIALE DI CORTEOLONA","VIA DELLE COSTIERE,4","018192","CORTEOLONA E GENZONE","27.014","PV","46","46","690492","PII ISTITUTI UNIFICATI","00478980188","00478980188","PIAZZALE MONSIGNOR BATTISTA CLERICI,6","018013","BELGIOIOSO","PV","PRIVATA","45,15697","9,36982","SI","POINT (9.36982 45.15697)"
"325","001370","RSA PAPA GIOVANNI XXIII","VIA DAMIANO CHIESA,28","016218","TRESCORE BALNEARIO","24.069","BG","61","61","692093","COOPERATIVA SOCIALE SOCIETA' DOLCE SOCIETA' COOPERATIVA","03772490375","03772490375","VIA CRISTINA DA PIZZANO,5","037006","BOLOGNA","BO","PRIVATA","45,6959662","9,8434077","SI","POINT (9.8434077 45.6959662)"
"321","000389","SANTA FRANCESCA CABRINI","VIA SANTA FRANCESCA SAVERIA CABRINI,11","098019","CODOGNO","26.845","LO","60","60","118807","ISTITUTO SUORE MISSIONARIE DEL SACRO CUORE DI GESU'","00858101009","01974690156","VIA SICILIA,215","058091","ROMA","RM","PRIVATA","45,1583","9,70134","SI","POINT (9.70134 45.1583)"
"326","001482","RSA - ""TILDE E LUIGI COLOSIO""","VIA BILINE,74/76","017163","RODENGO SAIANO","25.050","BS","120","120","690540","GENESI IMPRESA SOCIALE SOCIETA' COOPERATIVA SOCIALE ONLUS","03480310170","03480310170","VIA BILINE,74/76","017163","RODENGO SAIANO","BS","PRIVATA","45,6000324","10,0987556","SI","POINT (10.0987556 45.6000324)"
"328","002199","RESIDENZA LE TORRI","VIA UMBERTO I,41","018121","RETORBIDO","27.050","PV","61","61","690869","CROCE DI MALTA SRL","03653930960","03653930960","VIALE CASSALA,22","015146","MILANO","MI","PRIVATA","44,9471536","9,0357767","SI","POINT (9.0357767 44.9471536)"
"325","001264","FONDAZIONE RSA VAGLIETTI-CORSINI ETS","VICOLO OSPEDALE,2","016079","COLOGNO AL SERIO","24.055","BG","67","67","690760","FONDAZIONE RSA VAGLIETTI - CORSINI ONLUS","00781840160","84002530164","VICOLO OSPEDALE,2","016079","COLOGNO AL SERIO","BG","PRIVATA","45,5805797","9,7085898","SI","POINT (9.7085898 45.5805797)"
"321","000493","R.S.A. IPPOCRATE 2","VIA IPPOCRATE,18","015146","MILANO","20.161","MI","138","138","690869","CROCE DI MALTA SRL","03653930960","03653930960","VIALE CASSALA,22","015146","MILANO","MI","PRIVATA","45,5203308","9,1652302","SI","POINT (9.1652302 45.5203308)"
"324","001110","RSA I GELSI","LARGO CADUTI DI NASSIRIYA,3","108025","LAZZATE","20.824","MB","62","62","690713","COOPERATIVA SOCIALE QUADRIFOGLIO S.C. ONLUS","03890320017","03890320017","VIALE SAVORGNAN D'OSOPPO,4/10","001191","PINEROLO","TO","PRIVATA","45,67096","9,08525","SI","POINT (9.08525 45.67096)"
