"COD_ASL","COD_STRUTTURA","DENOM_STRUTTURA","INDIRIZZO_UBICAZIONE","COD_ISTAT_COMUNE_UBICAZIONE","COMUNE_UBICAZIONE","CAP","PROV_COMUNE_UBICAZIONE","TOT_POSTI_AUTORIZZATI","TOT_POSTI_ACCREDITATI","COD_GESTORE","DENOM_GESTORE","P_IVA","COD_FISCALE_GESTORE","INDIRIZZO_SEDE_LEGALE","COD_ISTAT_COMUNE_SEDE_LEGALE","COMUNE_SEDE_LEGALE","PROV_SEDE_LEGALE","PUBBLICA_PRIVATA","WGS84_Y","WGS84_X","FL_ACCREDITATA","Location"
"322","002822","RSA CASA S. MARCELLINA","VIA TOMMASO GROSSI,20","013075","COMO","22.100","CO","83","81","690851","ISTITUTO DELLE FIGLIE DI SANTA MARIA DELLA DIVINA PROVVIDENZA","01062811003","02477630582","PIAZZA DI SAN PANCRAZIO,9","058091","ROMA","RM","PRIVATA","45,80996","9,09246","SI","POINT (9.09246 45.80996)"
"324","001199","RSA FONDAZIONE GIUSEPPE BESANA ONLUS","VICOLO LUIGI RHO,4/6","108030","MEDA","20.821","MB","80","80","690610","FONDAZIONE GIUSEPPE BESANA ONLUS","00746390962","03273050157","VICOLO LUIGI RHO,4/6","108030","MEDA","MB","PRIVATA","45,66708","9,16241","SI","POINT (9.16241 45.66708)"
"321","000691","RSA MADRE TERESA DI CALCUTTA","VIA CAMILLO BENSO CAVOUR,66","015151","MOTTA VISCONTI","20.086","MI","60","60","690672","KCS CAREGIVER COOPERATIVA SOCIALE","02125100160","02125100160","ROTONDA DEI MILLE,1","016024","BERGAMO","BG","PRIVATA","45,29012228","8,99953363","SI","POINT (8.99953363 45.29012228)"
"321","000339","RSA ANGELICA VITTADINI TERZAGHI","VIALE ALEXANDER FLEMING,2/4","098010","CASALPUSTERLENGO","26.841","LO","80","80","691090","AZIENDA SPECIALE DI SERVIZI CASALPUSTERLENGO (RSA ANGELICA VITTADINI TERZAGHI)","11824270158","11824270158","VIALE ALEXANDER FLEMING,2","098010","CASALPUSTERLENGO","LO","PUBBLICA","45,16923961","9,6502931","SI","POINT (9.6502931 45.16923961)"
"328","002091","FONDAZIONE PORTA SPINOLA ARNABOLDI ONLUS","VIA ROMA,14","018026","CAMPOSPINOSO","27.040","PV","85","85","690800","FONDAZIONE PORTA SPINOLA ARNABOLDI ONLUS","01746020187","84000520183","PIAZZA GIOVANNI PAOLO II","018026","CAMPOSPINOSO ALBAREDO","PV","PRIVATA","45,1024754","9,2453586","SI","POINT (9.2453586 45.1024754)"
"324","096985","RSA LE VILLE","VIA F.LLI ENRICO E ANGELO SCHIATTI 1","108054","LENTATE SUL SEVESO","20.823","MB","120","120","692369","CODESS SOCIALE SOCIETA' COOPERATIVA SOCIALE","03174760276","03174760276","VIA GIOVANNI BOCCACCIO,96","028060","PADOVA","PD","PRIVATA","45,67852","9,11462","SI","POINT (9.11462 45.67852)"
"322","000819","CASA DON GUANELLA","PIAZZA DON GUANELLA,43","012084","ISPRA","21.027","VA","63","63","691166","PROVINCIA ITALIANA DELLA CONGREGAZIONE DEI SERVI DELLA CARITA' - OPERA DON GUANELLA","01084241007","02595400587","VICOLO CLEMENTI,41","058091","ROMA","RM","PRIVATA","45,81452","8,61252","SI","POINT (8.61252 45.81452)"
"326","004852","RESIDENZA VITTORIA","VIA CALATAFIMI,1","017029","BRESCIA","25.122","BS","116","116","122349","VITTORIA S.R.L.","03534260983","03534260983","VIA FRANCESCO LONATI,3","017029","BRESCIA","BS","PRIVATA","45,542447","10,2120527","SI","POINT (10.2120527 45.542447)"
"321","000241","""CASA DELL'ANZIANO - RESIDENZA """"LUIGI STRADA""""""","VIA LEONARDO DA VINCI,26","015032","BRESSO","20.091","MI","90","90","690817","ENTE MORALE PIO XI - ETS","03658800150","03658800150","VIA LEONARDO DA VINCI,26","015032","BRESSO","MI","PRIVATA","45,53086","9,19657","SI","POINT (9.19657 45.53086)"
"328","002154","CASA DI RIPOSO GOTTARDO DELFINONI","VIA PALAZZO,20","018034","CASORATE PRIMO","27.022","PV","69","67","690786","CASA DI RIPOSO DELFINONI","01498340189","80008480180","VIA PALAZZO,20","018034","CASORATE PRIMO","PV","PRIVATA","45,30587","9,01555","SI","POINT (9.01555 45.30587)"
"327","001875","FONDAZIONE PIETRO SISSA","VIA GIUSEPPE VERDI,55","020035","MOGLIA","46.024","MN","71","67","690597","FONDAZIONE PIETRO SISSA","01331690204","82000130201","VIA GIUSEPPE VERDI,55","020035","MOGLIA","MN","PRIVATA","44,9316291","10,9058546","SI","POINT (10.9058546 44.9316291)"
"321","000391","FONDAZIONE VIGONI DELLA SOMAGLIA ETS","VIA GIACOMO MATTEOTTI,38/B","098054","SOMAGLIA","26.867","LO","78","78","690513","FONDAZIONE VIGONI DELLA SOMAGLIA - ONLUS","08618520152","82501850158","VIA GIACOMO MATTEOTTI,38/B","098054","SOMAGLIA","LO","PRIVATA","45,1481919","9,6368019","SI","POINT (9.6368019 45.1481919)"
"325","001321","FONDAZIONE BARTOLOMEA SPADA - SCHILPARIO VALLE DI SCALVE E.T.S.","VIA SOLIVA,18","016195","SCHILPARIO","24.020","BG","53","53","690501","FONDAZIONE BARTOLOMEA SPADA - SCHILPARIO VALLE DI SCALVE O.N.L.U.S.","01090130160","81000850164","VIA SOLIVA,18","016195","SCHILPARIO","BG","PRIVATA","46,010491","10,1513077","SI","POINT (10.1513077 46.010491)"
"321","000311","RESIDENZA S. MARTINO","VIA DON LUIGI UBOLDI,40/42","015027","BOLLATE","20.021","MI","147","147","691497","KOS CARE S.R.L.","01148190547","01148190547","VIA DURINI,9","015146","MILANO","MI","PRIVATA","45,5393554","9,1141193","SI","POINT (9.1141193 45.5393554)"
"326","001618","RSA - CASA DI SOGGIORNO PER ANZIANI - ONLUS","VIA SONVIGO,22","017014","BEDIZZOLE","25.081","BS","132","110","690491","FONDAZIONE CASA DI SOGGIORNO PER ANZIANI - ONLUS","00804850980","84001410178","VIA SONVIGO,22","017014","BEDIZZOLE","BS","PRIVATA","45,5094289","10,4316265","SI","POINT (10.4316265 45.5094289)"
"328","002124","CASA COMUNALE PER ANZIANI","VICOLO PREVOSTO GEROSA,15","018136","SAN GIORGIO DI LOMELLINA","27.020","PV","22","20","732588","ALE.MAR. COOPERATIVA SOCIALE ONLUS","01956990186","01956990186","VIA ROCCA VECCHIA,1","018177","VIGEVANO","PV","PRIVATA","45,17461","8,79121","SI","POINT (8.79121 45.17461)"
"321","000086","FONDAZIONE SACRA FAMIGLIA RSA SAN LUIGI","PIAZZA MONSIGNORE LUIGI MONETA,1","015074","CESANO BOSCONE","20.090","MI","80","80","690776","FONDAZIONE ISTITUTO SACRA FAMIGLIA ONLUS","00795470152","03034530158","PIAZZA MONSIGNORE LUIGI MONETA 1","015074","CESANO BOSCONE","MI","PRIVATA","45,4492226","9,09338791","SI","POINT (9.09338791 45.4492226)"
"323","000907","RSA FONDAZIONE SANTA MARIA DELLA NEVE ETS","VIA GIROLAMO ROMANINO,18","017143","PISOGNE","25.055","BS","100","100","690577","FONDAZIONE ONLUS SANTA MARIA DELLE NEVE","01375920178","80046980175","VIA GIROLAMO ROMANINO,18","017143","PISOGNE","BS","PRIVATA","45,80684","10,11118","SI","POINT (10.11118 45.80684)"
"325","001288","FONDAZIONE SANT'ANDREA","VIA SAN DEFENDENTE,1","016077","CLUSONE","24.023","BG","120","120","690757","FONDAZIONE SANT'ANDREA ONLUS","03215660162","03215660162","VIA SAN DEFENDENTE,1","016077","CLUSONE","BG","PRIVATA","45,89125","9,95353","SI","POINT (9.95353 45.89125)"
"326","001473","RSA - CASA DI RIPOSO DON F. CREMONA ONLUS","VIA BRITANNICI,18","017133","PALAZZOLO SULL'OGLIO","25.036","BS","75","70","690567","FONDAZIONE CASA DI RIPOSO DON F. CREMONA ONLUS","01775950171","01775950171","VIA BRITANNICI,18","017133","PALAZZOLO SULL'OGLIO","BS","PRIVATA","45,597512","9,8779437","SI","POINT (9.8779437 45.597512)"
"328","002105","RESIDENZA GIOVANNI AMODEO","VIA EDUARDO DE FILIPPO,3","018015","BORGARELLO","27.010","PV","69","64","147756","SCI MARO S.R.L.","13342710152","13342710152","VIA RUGGERO BOSCOVICH,35","015146","MILANO","MI","PRIVATA","45,241289","9,1359272","SI","POINT (9.1359272 45.241289)"
"328","100566","SORBO ROSSO","VIALE CRISTOFORO COLOMBO,53/55","018122","RIVANAZZANO TERME","27.055","PV","64",,"176574","ABBRACCIO COOPERATIVA SOCIALE ONLUS","02408600183","02408600183","VIA ANGELO CIGNOLI,124","018182","VOGHERA","PV","PRIVATA","44,91781","9,02232","NO","POINT (9.02232 44.91781)"
"321","003609","RSA L'OASI","VIA DON LUIGI STURZO,5","015072","CERRO MAGGIORE","20.023","MI","114","114","136089","RSA OASI CERRO SRL","09986470962","09986470962","VIA PORLEZZA,8","015146","MILANO","MI","PRIVATA","45,58115","8,98056","SI","POINT (8.98056 45.58115)"
"321","039428","RSA CASA GESU' MAESTRO","VIA GIACOMO MATTEOTTI,57","015077","CINISELLO BALSAMO","20.092","MI","65",,"146432","SOCIALCOOP CONSORZIO COOPERATIVE SOCIALI","01017410059","01017410059","VIA XX SETTEMBRE,126","005005","ASTI","AT","PRIVATA","45,5530216","9,234803","NO","POINT (9.234803 45.5530216)"
"322","000722","CASA DI RIPOSO GIULIO GIANETTI","VIA LARGA,13","012119","SARONNO","21.047","VA","120","105","690527","FONDAZIONE GIULIO GIANETTI ONLUS","00808960124","85002190123","VIA LARGA,13","012119","SARONNO","VA","PRIVATA","45,63746","9,04693","SI","POINT (9.04693 45.63746)"
"326","001668","RSA - SOGGIORNO SERENO EMILIA E EGIDIO PASINI","VIA IV NOVEMBRE,5/B","017121","ODOLO","25.076","BS","42","35","690642","FONDAZIONE SOGGIORNO SERENO EMILIA ED EGIDIO PASINI ONLUS","00728320987","96001560174","VIA FRATELLI SCALVINI,60","017121","ODOLO","BS","PRIVATA","45,6470378","10,3841808","SI","POINT (10.3841808 45.6470378)"
"322","002853","CASA SANTA MARIA DELLA PROVVIDENZA","VIA STATALE PER LECCO,20","013075","COMO","22.100","CO","66","66","690851","ISTITUTO DELLE FIGLIE DI SANTA MARIA DELLA DIVINA PROVVIDENZA","01062811003","02477630582","PIAZZA DI SAN PANCRAZIO,9","058091","ROMA","RM","PRIVATA","45,80247","9,10441","SI","POINT (9.10441 45.80247)"
"321","000496","RSA VILLA MAGGI","VIA CORRADO II IL SALICO,50","015146","MILANO","20.141","MI","120","120","691731","EDOS SRL","05831590962","05831590962","VIA BENEDETTO DA FOIANO,14","048017","FIRENZE","FI","PRIVATA","45,44139","9,19623","SI","POINT (9.19623 45.44139)"
"321","000037","CASCINA CORTENUOVA","VIA VIGNA DEL RONCO,7","015169","PAULLO","20.067","MI","22","22","690770","COOPERATIVA SOCIALE RIEDUCAZIONE MOTORIA ONLUS","08029590158","08029590158","VIA TRENNO,41","015146","MILANO","MI","PRIVATA","45,42124","9,39971","SI","POINT (9.39971 45.42124)"
"328","002134","VILLA MAFALDA","VIA BEATO TERESIO OLIVELLI,13","018018","BORGO SAN SIRO","27.020","PV","70","70","147756","SCI MARO S.R.L.","13342710152","13342710152","VIA RUGGERO BOSCOVICH,35","015146","MILANO","MI","PRIVATA","45,2367","8,9155","SI","POINT (8.9155 45.2367)"
"323","000923","RSA BEATO INNOCENZO","VIA XXIV MAGGIO,30","017017","BERZO INFERIORE","25.040","BS","62","62","690827","RSA BERZO INFERIORE S.R.L.","03193810987","03193810987","VIA XXIV MAGGIO,SNC","017017","BERZO INFERIORE","BS","PRIVATA","45,9316901","10,2770058","SI","POINT (10.2770058 45.9316901)"
"322","002837","ANTONIO VIVALDI","VIA SPARTA,18","013041","CANTU'","22.063","CO","120","120","690869","CROCE DI MALTA SRL","03653930960","03653930960","VIALE CASSALA,22","015146","MILANO","MI","PRIVATA","45,7462382","9,1445327","SI","POINT (9.1445327 45.7462382)"
"321","000014","PICCOLA CASA DELLA DIVINA PROVVIDENZA - COTTOLENGO","VIA SAN GIUSEPPE COTTOLENGO,1","015072","CERRO MAGGIORE","20.023","MI","120","120","690640","PICCOLA CASA DIVINA PROVVIDENZA COTTOLENGO","01538340017","01538340017","VIA SAN GIUSEPPE BENEDETTO COTTOLENGO,14","001272","TORINO","TO","PRIVATA","45,593047","8,941105","SI","POINT (8.941105 45.593047)"
"328","002045","CASA DI RIPOSO S. GIUSEPPE","VIALE PAPA GIOVANNI XXIII,3","018061","DORNO","27.020","PV","85","85","690427","CASA DI RIPOSO SAN GIUSEPPE ONLUS","01519850182","80004720183","VIALE PAPA GIOVANNI XXIII,3","018061","DORNO","PV","PRIVATA","45,1558337","8,9453873","SI","POINT (8.9453873 45.1558337)"
"325","001329","FONDAZIONE PIERO PICCINELLI CASA MARIA CONSOLATRICE ONLUS","VIA GIROLAMO ADELASIO,5/7","016194","SCANZOROSCIATE","24.020","BG","210","210","690531","FONDAZIONE PICCINELLI ONLUS","00668550163","00668550163","VIA GIROLAMO ADELASIO,5/7","016194","SCANZOROSCIATE","BG","PRIVATA","45,7118038","9,7341209","SI","POINT (9.7341209 45.7118038)"
"326","001571","RSA - CASA DI RIPOSO PER ANZIANI DI  TIGNALE","VIA SAN PIETRO,8","017185","TIGNALE","25.080","BS","41","41","690560","AZIENDA SPECIALE TIGNALE SERVIZI MANLIO BONINCONTRI","96019830171","96019830171","VIA SAN PIETRO,8","017185","TIGNALE","BS","PUBBLICA","45,7383778","10,7220976","SI","POINT (10.7220976 45.7383778)"
"327","001888","R.S.A ""A"" ISTITUTO OSPEDALIERO","PIAZZA LIBERTA',2","019099","SOSPIRO","26.048","CR","200","200","691264","ISTITUTO OSPEDALIERO DI SOSPIRO - ONLUS","00385470190","80004030195","PIAZZA LIBERTA',2","019099","SOSPIRO","CR","PRIVATA","45,10614","10,15735","SI","POINT (10.15735 45.10614)"
"324","001116","ISTITUTI RIUNITI AIROLDI E MUZZI ONLUS","VIA AIROLDI E MUZZI,2","097042","LECCO","23.900","LC","350","350","691373","ISTITUTI RIUNITI AIROLDI E MUZZI - ONLUS","01844010130","83005730136","VIA AIROLDI E MUZZI,2","097042","LECCO","LC","PRIVATA","45,85318","9,41724","SI","POINT (9.41724 45.85318)"
"323","000904","RSA FONDAZIONE VILLA MONS. DAMIANO ZANI","VIA PRADELLI,7","017018","BIENNO","25.040","BS","80","80","690833","FONDAZIONE ONLUS VILLA MONS. DAMIANO ZANI","07237909986","81004420170","VIA PRADELLI,7","017018","BIENNO","BS","PRIVATA","45,9359359","10,2915677","SI","POINT (10.2915677 45.9359359)"
"321","000255","SANTA CHIARA","VIA RICCARDO PITTERI,83","015146","MILANO","20.134","MI","40","40","691212","SEGESTA GESTIONI SRL","04140620966","04140620966","VIALE CASSALA,22","015146","MILANO","MI","PRIVATA","45,4782119","9,2463766","SI","POINT (9.2463766 45.4782119)"
"327","001965","RESIDENZA SANITARIA ASSISTENZIALE FONDAZIONE LUIGI BONI ONLUS","VIALE LUIGI CADORNA,4","020065","SUZZARA","46.029","MN","85","85","690557","FONDAZIONE LUIGI BONI ONLUS","01571920204","82002170205","VIALE LUIGI CADORNA,4","020065","SUZZARA","MN","PRIVATA","44,9879518","10,7435041","SI","POINT (10.7435041 44.9879518)"
"322","000696","FONDAZIONE GIOVENTU' NOVA VILLA ROVERA MOLINA ONLUS","VIA LUNGA,57","012008","BARASSO","21.020","VA","113","113","690487","FONDAZIONE GIOVENTU' NOVA VILLA ROVERA MOLINA ONLUS","80001710120","80001710120","VIA LUNGA,57","012008","BARASSO","VA","PRIVATA","45,8448506","8,7544384","SI","POINT (8.7544384 45.8448506)"
"325","001417","FONDAZIONE CASA DI RIPOSO - INFERMERIA FILISETTI - ETS","VIA DUCA D'AOSTA,1","016012","ARDESIO","24.020","BG","33","33","690839","FONDAZIONE CASA DI RIPOSO - INFERMERIA FILISETTI ONLUS","01647200169","81001250166","VIA DUCA D'AOSTA,1","016012","ARDESIO","BG","PRIVATA","45,9379","9,93002","SI","POINT (9.93002 45.9379)"
"322","002846","CASA BEATO LUIGI GUANELLA","VIA ENRICO CANTALUPPI,810","013129","LIPOMO","22.030","CO","55","55","690844","SAN GIUSEPPE SOCIETA' COOPERATIVA SOCIALE ONLUS","02082110137","02082110137","VIA BORGO VICO,6","013075","COMO","CO","PRIVATA","45,7954122","9,1159702","SI","POINT (9.1159702 45.7954122)"
"327","001955","RSA LUIGI BIANCHI","VIALE FIUME,49","020030","MANTOVA","46.100","MN","76","76","690629","ASPEF AZIENDA SERVIZI ALLA PERSONA E ALLA FAMIGLIA","01837820206","01837820206","PIAZZALE MICHELANGELO,1","020030","MANTOVA","MN","PUBBLICA","45,15172","10,77438","SI","POINT (10.77438 45.15172)"
"324","063828","RSA ANNI AZZURRI VICO MERCATI","VIA ROSSINO,1","108050","VIMERCATE","20.871","MB","120","60","691497","KOS CARE S.R.L.","01148190547","01148190547","VIA DURINI,9","015146","MILANO","MI","PRIVATA","45,608243","9,388833","SI","POINT (9.388833 45.608243)"
"321","092579","RSA VISCONTI","VIALE EUROPA,90","015097","CUSAGO","20.047","MI","110",,"183772","VISCONTEA LIFE S.R.L.","05627570962","05627570962","VIA CERNAIA,11","015146","MILANO","MI","PRIVATA","45,4320346","9,0502775","NO","POINT (9.0502775 45.4320346)"
"322","000851","RSA VILLA PARINI","VIA GIUSEPPE GARIBALDI,29","012079","GORLA MINORE","21.055","VA","150","148","691731","EDOS SRL","05831590962","05831590962","VIA BENEDETTO DA FOIANO,14","048017","FIRENZE","FI","PRIVATA","45,6472403","8,8984656","SI","POINT (8.8984656 45.6472403)"
"322","000753","CASA DI RIPOSO D. BERNACCHI - GERLI ARIOLI ONLUS","VIA GIUSEPPE FERRARI,11","012072","GAVIRATE","21.026","VA","85","82","690736","FONDAZIONE DOMENICO BERNACCHI-GERLI ARIOLI ONLUS","01485670127","83002910129","VIA GIUSEPPE FERRARI,11","012072","GAVIRATE","VA","PRIVATA","45,8438508","8,7179698","SI","POINT (8.7179698 45.8438508)"
"326","001591","RSA - ""O.P. DELBARBA-MASELLI-DANDOLO""","VIA CAIROLI,29","017002","ADRO","25.030","BS","101","95","690856","OPERA PIA DELBARBA-MASELLI-DANDOLO, CENTRO SOCIALE DI ASSISTENZA POLIVALENTE FONDAZIONE ONLUS","82000770170","82000770170","VIA CAIROLI,29","017002","ADRO","BS","PRIVATA","45,6227027","9,9642169","SI","POINT (9.9642169 45.6227027)"
"327","001811","FONDAZIONE BAGUZZI DASSU'","VIA CAMPAGNE,2","020059","SAN MARTINO DALL'ARGINE","46.010","MN","40","34","690588","FONDAZIONE BAGUZZI DASSU'","01572850202","80004710200","VIA CAMPAGNE,2","020059","SAN MARTINO DALL'ARGINE","MN","PRIVATA","45,09304","10,51049","SI","POINT (10.51049 45.09304)"
"324","001170","RSA RESIDENZA SAN CAMILLO","VIA VISCONTA,1","108008","BESANA IN BRIANZA","20.842","MB","97","83","200735","PROVINCIA NORD ITALIANA DELL'ORDINE DEI MINISTRI DEGLI INFERMI (CAMILLIANI)","13471450968","01556270153","VIA RUGGERO BOSCOVICH, 25","015146","MILANO","MI","PRIVATA","45,7069455","9,2684652","SI","POINT (9.2684652 45.7069455)"
"327","001837","CASA SOGGIORNO NOLLI PIGOLI","VIALE EUROPA,1","019095","SESTO ED UNITI","26.028","CR","72","70","692255","L'OASI - SOCIETA' COOPERATIVA SOCIALE - ONLUS","02007000983","02007000983","VIA GIOVANNI PAVONI, 33","017125","ORZINUOVI","BS","PRIVATA","45,17349","9,91343","SI","POINT (9.91343 45.17349)"
"321","000542","RESIDENZA SAN CELSO","VIA DON CARLO GNOCCHI,32","015146","MILANO","20.148","MI","120","120","180052","RSA SAN CELSO SRL","10389880963","10389880963","VIA SAN DONATO,97","001272","TORINO","TO","PRIVATA","45,46964513","9,12840901","SI","POINT (9.12840901 45.46964513)"
"321","000266","CENTRO SANTA MARIA AL CASTELLO ONLUS","PIAZZA CASTELLO,20/22","015172","PESSANO CON BORNAGO","20.042","MI","87","87","690451","FONDAZIONE DON CARLO GNOCCHI ONLUS","12520870150","04793650583","VIA CARLO GIROLA,30","015146","MILANO","MI","PRIVATA","45,5513348","9,3851859","SI","POINT (9.3851859 45.5513348)"
"328","002100","ISTITUZIONI RIUNITE MEDE","PIAZZA GUGLIELMO MARCONI,2","018088","MEDE","27.035","PV","130","126","690667","ISTITUZIONI RIUNITE ETS","01505250181","82001450186","PIAZZA GUGLIELMO MARCONI,2","018088","MEDE","PV","PRIVATA","45,0986347","8,7349234","SI","POINT (8.7349234 45.0986347)"
"327","001975","""FONDAZIONE """"ESILDA E FRANCESCO SOLDI"""" ONLUS""","VIA GIUSEPPE GARIBALDI,93","019113","VESCOVATO","26.039","CR","135","135","690519","""FONDAZIONE """"ESILDA E FRANCESCO SOLDI"""" ONLUS""","00748800190","80002390195","VIA GIUSEPPE GARIBALDI, 93","019113","VESCOVATO","CR","PRIVATA","45,1757367","10,1687282","SI","POINT (10.1687282 45.1757367)"
"326","001535","R.S.A. SPAZZINI -  FABENI","VIA SANT'ANTONIO,20","017041","CASTELCOVATI","25.030","BS","34","29","692093","COOPERATIVA SOCIALE SOCIETA' DOLCE SOCIETA' COOPERATIVA","03772490375","03772490375","VIA CRISTINA DA PIZZANO,5","037006","BOLOGNA","BO","PRIVATA","45,49953","9,94386","SI","POINT (9.94386 45.49953)"
"322","002750","FONDAZIONE CASE DI RIPOSO RIUNITE DI BREGNANO E LOMAZZO - RSA BREGNANO","VIALE JOHN FITZGERALD KENNEDY,70","013028","BREGNANO","22.070","CO","66","66","152072","FONDAZIONE CASE DI RIPOSO RIUNITE DI BREGNANO E LOMAZZO ONLUS","03850460134","03850460134","VIA DEL LAGHETTO,9","013133","LOMAZZO","CO","PRIVATA","45,70812971","9,05667962","SI","POINT (9.05667962 45.70812971)"
"328","002166","DON GIUSEPPE GENNARO","VIA LEONARDO DA VINCI,1","018069","GARLASCO","27.026","PV","163","158","690788","OPERA CHARITAS S. ANNA","01238910184","85002170182","VIA LEONARDO DA VINCI,1","018069","GARLASCO","PV","PRIVATA","45,1910493","8,9358011","SI","POINT (8.9358011 45.1910493)"
"322","002802","OPERA PIA ROSCIO ETS","VIA LANDOLFO DA CARCANO,5","013003","ALBAVILLA","22.031","CO","80","80","690859","OPERA PIA ROSCIO ONLUS","01380320133","82002480133","VIA ROSCIO,16","013003","ALBAVILLA","CO","PRIVATA","45,80258","9,1956","SI","POINT (9.1956 45.80258)"
"326","001693","RSA - FONDAZIONE MADONNA DEL CORLO ONLUS","CORSO GIUSEPPE GARIBALDI,3","017092","LONATO DEL GARDA","25.017","BS","74","74","690424","MADONNA DEL CORLO O.N.L.U.S.","00712050988","02964900175","CORSO GIUSEPPE GARIBALDI,3","017092","LONATO DEL GARDA","BS","PRIVATA","45,45987603","10,48283863","SI","POINT (10.48283863 45.45987603)"
"321","000069","RSA ANGELINA E ANGELO POZZOLI","VIA RESEGONE,60","015118","LEGNANO","20.025","MI","70","70","691480","SAN FRANCESCO SOCIETA' COOPERATIVA SOCIALE","03343390963","03343390963","VIA PREALPI,1/A","108035","NOVA MILANESE","MB","PRIVATA","45,60555","8,92318","SI","POINT (8.92318 45.60555)"
"324","001064","RSA VILLA SAN CLEMENTE","VIA GIUSEPPE GARIBALDI,77","108049","VILLASANTA","20.852","MB","110","110","691212","SEGESTA GESTIONI SRL","04140620966","04140620966","VIALE CASSALA,22","015146","MILANO","MI","PRIVATA","45,6042353","9,3090212","SI","POINT (9.3090212 45.6042353)"
"327","001819","RSA I GIRASOLI","VIA M.K.GANDHI,1","020071","BORGO VIRGILIO","46.034","MN","120","120","691118","I GIRASOLI S.P.A.","01799680358","01799680358","VIA DANUBIO,19","035033","REGGIO NELL'EMILIA","RE","PRIVATA","45,11582","10,7813","SI","POINT (10.7813 45.11582)"
"328","002218","LA RISAIA","STRADA PER TORRADELLO,2","018086","MARCIGNAGO","27.020","PV","59","59","690770","COOPERATIVA SOCIALE RIEDUCAZIONE MOTORIA ONLUS","08029590158","08029590158","VIA TRENNO,41","015146","MILANO","MI","PRIVATA","45,2578973","9,0755956","SI","POINT (9.0755956 45.2578973)"
"321","000218","RESIDENZA DEL PARCO","VIA BRENTA,13","015076","CESATE","20.031","MI","120","120","691152","RESIDENZA DEL PARCO S.R.L.","11497560158","02297500049","VIA XIV STRADA,11","015076","CESATE","MI","PRIVATA","45,5990209","9,0750293","SI","POINT (9.0750293 45.5990209)"
"321","000286","SANTA LUCIA","VIA VEPRA,2","015146","MILANO","20.144","MI","120","120","691212","SEGESTA GESTIONI SRL","04140620966","04140620966","VIALE CASSALA,22","015146","MILANO","MI","PRIVATA","45,4574218","9,1576312","SI","POINT (9.1576312 45.4574218)"
"326","001716","RSA - FONDAZIONE CASA DI RIPOSO DI  MANERBIO ONLUS","PIAZZA ALDO MORO,6/A","017103","MANERBIO","25.025","BS","84","84","690628","FONDAZIONE CASA DI RIPOSO DI MANERBIO ONLUS","00727110983","88000670179","PIAZZA ALDO MORO,6/A","017103","MANERBIO","BS","PRIVATA","45,3583817","10,138755","SI","POINT (10.138755 45.3583817)"
"323","000953","FONDAZIONE CASA DI RIPOSO BONGIONI-LAMBERTENGHI ETS","VIA BELTRAMELLI,39","014078","VILLA DI TIRANO","23.030","SO","76","76","690698","FONDAZIONE CASA DI RIPOSO BONGIONI LAMBERTENGHI ONLUS","00485220149","83000820148","VIA BELTRAMELLI,39","014078","VILLA DI TIRANO","SO","PRIVATA","46,20414","10,13722","SI","POINT (10.13722 46.20414)"
"322","002747","DON ALESSANDRO POZZOLI","VIA ROMA,4","013042","CANZO","22.035","CO","74","74","690803","""FONDAZIONE R.S.A. """"DON A. POZZOLI"""" ONLUS""","00643020134","00643020134","VIA ROMA,4","013042","CANZO","CO","PRIVATA","45,8497106","9,2725512","SI","POINT (9.2725512 45.8497106)"
"328","002192","PADRE GIOVANNI BALDUZZI","VIA VINCENZO MONTI,16","018177","VIGEVANO","27.029","PV","122","120","690788","OPERA CHARITAS S. ANNA","01238910184","85002170182","VIA LEONARDO DA VINCI,1","018069","GARLASCO","PV","PRIVATA","45,32743","8,87224","SI","POINT (8.87224 45.32743)"
"322","002735","RESIDENZA SAN GIOVANNI","VIA ROMAGNOLI,4","013013","ASSO","22.033","CO","37","37","691716","EMMAUS SRL","01457730032","01457730032","VIA CAPPUCCINI,4","015146","MILANO","MI","PRIVATA","45,86212573","9,26877999","SI","POINT (9.26877999 45.86212573)"
"326","001611","RSA VILLA DI SALUTE","VIA OTTAVIANO MONTINI,37","017029","BRESCIA","25.133","BS","120","120","690815","FONDAZIONE PAOLA DI ROSA ONLUS","03338720174","98043210172","VIA MORETTO,34","017029","BRESCIA","BS","PRIVATA","45,56782","10,24315","SI","POINT (10.24315 45.56782)"
"325","001257","FONDAZIONE CASA SERENA LEFFE ETS","VIA PEZZOLI D'ALBERTONI,65","016124","LEFFE","24.026","BG","105","103","691333","FONDAZIONE CASA SERENA - LEFFE O.N.L.U.S.","03114570165","81002130169","VIA PEZZOLI D'ALBERTONI,65","016124","LEFFE","BG","PRIVATA","45,8007878","9,8879766","SI","POINT (9.8879766 45.8007878)"
"327","001798","FONDAZIONE GIUSEPPINA BRUNENGHI ONLUS","VIA BECCADELLO,6","019025","CASTELLEONE","26.012","CR","125","124","690696","FONDAZIONE GIUSEPPINA BRUNENGHI ONLUS","00387930191","83000630190","VIA BECCADELLO,6","019025","CASTELLEONE","CR","PRIVATA","45,29034768","9,76475263","SI","POINT (9.76475263 45.29034768)"
